User ID,First Name,Task ID,sub,Media URL,Type,Transcript,Response,Comment 1,Comment 2,Comment 3,Comment 4,Comment 5,Comment 6
183,Robin,10,b,https://drive.google.com/open?id=13JGOb7q_4W6uTldvymo9BIu4_TmfaCAI&authuser=nick@gauge.io,video,"OK, so Im looking at New desktop computers mine is about was going to be 4 years old soon.So its not malfunctioning or anything, but this task am going to look at new one and.I prefer to build my own.Instead of just getting one of their box computers, so I go at last my way to HP and I built my own see they?Here are the ones that they already billed for you, Im not really.Im not really cool with that.So Im going to browse through here and see if I can find the build your own, which I did last time.Its been awhile.Desktops maybePeter towers all in one.Earth.Yeah, Im not seeing oh hi dont know what these little mini.Doesnt seem like the mini ones are oh? Heres what I have? I have an envy but I dont have?Oh, that s a curved monitor thats not going to work for me.I like these monitors, though, but I know Im looking for desktop.See what they have lets just browse what they have. Im going to end up building my own but lets see what they have?Towers.So I have to have a lot of ram because I frequently have a lot of programs.Um.Graphic design programs open and they use a lot of memory.Its not unusual for me to have.10 or 15 Windows Open at a time so thats Internet windows and graphic design windows.I have the HP envy desktop.700 model modified right now, so this is.Kind of similar.This would be similar to what I have coz I have the core I 7.Only I have, I have 24 gigabytes of memory this one has.16.A terabyte of hard drive thats about what I have.This is pretty similar to what I have.Except.The processors a little better.Oh, interesting that they have 3 and a half stars for the reviews.Thats not good well there are only 8 reviews.Wow.Not much of anything else.Lets see what the other pictures are.I can see the glare from that aluminum case.If the sun hits, it wrong, I mean, as well, just lay down and wait for the migraine to pass.Not really a fan of that case.Forget that text back.OK clicked on that.Here they have a 32 gigabyte, memory option. Thats good. Thats an increase over what I have and I definitely if I was going to get a new one, I would upgrade.4 years ago, 24 gigabytes of ram was it was super was a superhighway not so much anymore.Animal at Intel octane memory is.The says Intel on it, its probably pretty darn good, though right.Seems like every time I buy a computer there, I have to.Do a bunch of research for all the new things that theyve come up with to put on the computer.To replace the things Im already familiar with.That s a good graphics card.Ive never used in looking here at this.Integrated Bluetooth Ive never used the Bluetooth on my desktop computer before I dont know why.Always use them wireless.The office software it just peeves me off.When I get a new computer and I have to um.Purchas or reload all of my computer programs have to take him off the old computer cancel the registration.Put him on the new one reactivate the registration means meme is what is set aside a whole day for installing all that stuff?I wish now the power supply. I wish you came with a backup power supply and if I build another computer.In the near future to replace this one probably try to get a backup power supply built into the computer if thats even possible.Where I live the power frequently goes out and gets super cold and things freeze and trees fall and the power goes out.I would just like to have as much back up as I can possibly get.Um.Everything on here looks good.Now the last time I got a computer the old monitor that I had I had to quickly find.An adapter for the connectors. I have since upgraded my monitor so thats not an issue anymore, OK, so heres the warranty.One year limited hardware warranty.Click on this link and I need a phone support. I do used that last time.Because after about 30 days, I had a hardware issue.And Um, I had a call and.Talk to somebody at age *** and they walked me through like in half a day to get this accomplished.They walked me through.Resetting one of the hardware devices.And it fixed the problem for about 2 weeks and then it happened again. But I had taken notes on how to fix it.So I fixed it again.And knock on wood it hasnt happened again and its been more than 3 years, so I think I did, I bought an extra years.Warranty and support for the computer after that happened.And I didnt have to use it at end it expired and then they they called me free let Leslie to get me too.Re up it and I didnt because I figured by the time. It broke again. I would be ready to upgrade so I just didnt.Software included.I hate McAfee hate it when they include I guess they have to include something when it comes to antivirus but I wish they would.Everybody would ******* the McAfee high horse and start including Norton as just a pet peeve.Also I know you want to know about extended coverage and how I feel about that on computers on.Im all for it.Because the computer when I buy a computer. Its not generally the $299 when that you can get.Off the shelf at Walmart.I dont feel like that ones going to last me as long as a computer that I can build.Pick up the specs myself and put it together, not literally but.Make sure they all go well together and are going to function for what I need and how I use it.So Ive spent a lot on the computer and I want to know that Ive got a warranty and support as well.Although I probably wont keep it for the life of the computer because Im expecting an upgrade and the same would hold true for.Cell phone iPhones you know upwards of $1000 and if Im ******* that kind of money into.Found which is in my hand Im going to say probably 8 hours a day no lie.OK, thats probably exaggerated maybe 6 hours a day.Im going to want a service contract on it or some kind of warranty or insurance. And so I think I have insurance through.Either Apple or AT&T on this particular phone my iPhone 8 plus Im running out of time.Going to stop this one and start a new one.","10: Part 1, Desktop PC",,,,,,
183,Robin,11,a,https://drive.google.com/open?id=13gg7IMg34C0wT53t8a7_KUch7wZ1sesd&authuser=nick@gauge.io,photo,,Going through my responses and realized I didn’t upload a required photo for 11. I can’t take a photo OF my phone WITH my phone (the only device I may have coverage on) so I’m just uploading a screen capture from my phone 🤨,Sure thing!,,"Thanks, ! I have enjoyed being part of Project Dorothy!",,,
183,Robin,8,b,https://drive.google.com/open?id=13fkw1G0lp7WN62b1clupoKJVqyqNWyVO&authuser=nick@gauge.io,photo,,"I love technology! After I disconnect from working all day on my computer and the internet, I retreated to my room to watch an original Netflix show and multi-task with my phone updating my task list on Indeemo.",,,,,,
183,Robin,8,c,https://drive.google.com/open?id=13WvsFTfVVvqbCPPssfvObjXS_Rr9UVz6&authuser=nick@gauge.io,photo,,"Annoying technology moment: when your $50 Alexa-enabled light bulb (Hue Lighting) stops working with Alexa voice command.
 
 I think the only things I’ll be able to do here is the remove the bulb from the digital devices list on Alexa and then have her search for it again. I think I can probably also reset the bulb as a last resort, but that’s an annoying process that, I think, involves getting a serial number off the base of the bulb and doing something with it. If it comes to that, I’ll just Google how to do it.",,,,,,
183,Robin,7,a,https://drive.google.com/open?id=13TWowaw1i4QLMzm5C8ck3fV1g9zrO2jY&authuser=nick@gauge.io,video,Hey there after the date it was due for boxes and brochures task. I did find was looking through this is my library.I was looking through my library from my guests are in town and I found the brochure that came with the Halo Bolt.Which is my little emergency battery pack?So you want to you know what I had where I keep it. I just keep it right here with all my books.And I guess thats where Ill find it when I need to know what to do thanks. Bye.,,,,,,,
183,Robin,7,b,https://drive.google.com/open?id=13Lg-HLWoOxhYpF2hFEvAX5v9ksVdsASo&authuser=nick@gauge.io,video,"Hello um, its Robin and Im about to show you where I keep my boxes in my tiny house.Unfortunately, all the closets are spoken for and the only boxes are really keep are things I think I might want to give to a family member in the future.So I have AI have a very old Galaxy Note. I think 10.1 something or other 18 teasing me.Galaxy Note 4 its in there, its got a cracked screen cant be fixed. My got my iPad mini which I might give to someone someday and Unfortunately, nobody wants these.Theyre kind of obsolete now and thats theres an old Kindle in here, but theres no box.And thats about it as far as useful boxes for future gifting. Yeah, thats all so sorry that wasnt very helpful.Just dont have the room ordinarily I would keep my.Cell phone box for my iPhone 8, here but I cant find it.So I guess it got trashed, which is unfortunate because.Now itll be less special gift when I upgrade.Alright thanks.",7. I just discovered I no longer have the box for my iPhone 8 Plus... 😩 I usually only keep the boxes for items I may regift to a family member when I upgrade. The only brochure/manual I may have would be for a digital camera I purchased in 2016. I just look everything up online if I have a question or need to troubleshoot an issue.,,,,,,
185,Debbie,10,a,https://drive.google.com/open?id=12aTbl4mfZeOPh1PCZbeizQWhl4VWkE_d&authuser=nick@gauge.io,video,"Short video when I look AT&T mobile go there. Look for my phone, so I need to upgrade my phone.I prefer to go to the key area then again, all fum.Amazon or eBay authentic area is the best choice. Im going up here looking under phones. I do not want the new iPhone X.When Im looking for a phone. I think pretty much they all have the same quality and do the same thing.Prices range you see 84899, I like a simple phone and I wont something basic.I can pay for in one sitting.They have several different phones my current phone is AJ 7.Against the job done.And looking at the website all their phones or very.Expensive you have either topping one very few.In between.Cell phones.NASA cheaper 1175 not familiar with it, Ill probably get my same phone Samsung Galaxy J 7 is 250.Again, Im looking at economics. I want something cheap and what a good camera quality and Ive usedem J 7.I refuse to pay 899 and up for phone.",Short video Cell,," The only thing I consider and buy a warranty on is tires for my vehicle. If you get new tires they give you credit for thread left on old tires. Also, if you get a nail in your tire they patch for free.", I never have thought about purchasing the phone warranty because it is around $7 a month in two years time I would have paid $168 for warranty. I usually end up paying around $200 - $250 for a new phone. I would rather just get a new phone as opposed to the old phone repaired.,," Finally, I got a video to upload without stopping and cycling. This time I used a video that was only a minute compared to the 4 minute videos.",
185,Debbie,10,b,https://drive.google.com/open?id=12Yt8jvQOaO-pgK_Zn5O-a3kUR_ZZOfxR&authuser=nick@gauge.io,video,"Hi this is Debbie Im gonna take you through my process looking for a new phone. I am with T-Mobile. This is my carrier so most of time when looking for phone.I will go through the carry you may have Amazon or eBay you can utilize but I think my primary choices utilized the carrier.I like Dan Surance, I like the fact that you know exactly what youre going to get so if youre carriers.T-Mobile you know you lost T-Mobile people will rise and 80. You gotta get the best deals with York area.As far as reliability in a phone not being logged. Heres to get the amazing iPhone dont want that someone go up here deals.Phones and click here on phone.There s a iPhone not a fan of the iPhone so Im scrolling down see what else they have.Here we have a Apple 1099, which is out of my price range.Heres another Apple 999.Samsung Galaxy know a lot of people have that was 870 and heres another **.Samsung Galaxy 720 my primary objective is the cause I dont want to have payments.I want something I can forward pay for in one setting.You know those special offers on it, I did not like the prize in my experience usually arent smart phones all work the same.You may have a little bit more memory to more expensive phones, but a lot of times the middle of the range.Phones going to give you his same features.I like something my probably reject is it all but dont record that many videos, but I do like a good.Camera quality heres another apple.See how much is that one is?8995 99 for this Apple watch age. Here s a plus. So those are out of my price range and see what they have.Miller road.Here s a Samsung Galaxy Note.720.Im not a fan of LG.Now 1750 years, another LG Great Price 150. I dont like the way their phone looks.And again, I never you lies LG I do want some with some name recognition.Layers album again that was cost prohibitive.So were still looking for something in my price range. I dont want ******* payments is Apple 589.85350.Here s a T-Mobile rib plus never heard that great price phone doesnt look good like I said, I want a name that I trust.So were still looking.Use a Samsung J 3.Um it s a downgrade, I have AAJ 7 that s a great price, though.Allergy, 250. Heres another LG 200 opportunities will cheap phone or even know who you Lisa flip.$35 is really disposable phone.So still looking maybe I missed some all going up here. Heres some more T mobiles right on end.Here s a phone are currently have the Samsung J 7.Does great work in fact? I had it twice but now my phone is getting older? I was almost 2 years old now.Would the telephone. I notice that Im having some issues with volume and sound control.Must say $10 a month, $10 down.In this phone is $250 great price is something I definitely will consider may begin the same phone so maybe not upgrading.Begin a new phone my batteries, not charging away is s*** so again. Were looking at phone. Im looking at price.Looking at convenience and looking at somebody and I had to finance.Thank you.",Shopping for a Tmobile phone,,,,,,
185,Debbie,10,c,https://drive.google.com/open?id=136vLg6HNjKwWLye16x8gEJP0VybAmZ_t&authuser=nick@gauge.io,video,"Hi this is Debbie number and take it to the process of looking through a telephone looking forward telephone.So Im going T-Mobile. This is my carrier. I prefer to go to T-Mobile as opposed to going to Amazon.EBay most people utilizing carrier with this Verizon att and my carrier happens to be T-Mobile.Im looking at the top would have screamed deals phones are thats where I want to be with phones.So what Im going to do now is look at different phone. I know I dont want the get the amazing iPhone.Skip waiting appointments. Let me go down save 300. Imaginate phones gonna be pretty expensive when Im looking at phones.My primary Jessica something pops, effective most part phones do the same thing here, we have a apple, which is 1099.Cancel my budget Apple iPhone they have the Apple iPhone XS $999.Still, hot, Marines the Galaxy I love Samsung will not complain 874 phone.And heres another 1720. I dont believe in paying for phone over time. I go ahead and pay for it and get it over with.Some look for something reasonable economie their nose going get the job done.Heres another Samsung is not again. Thats call spiri prohibitive.There is a Apple 899. Another Apple, some grass grow long. **** say they have something cool bit less expensive that I like.Mercer note 8720.Not too far to LG Deathly not farm price of LG phone. Now theres allergy here 150. I dont like the look of that phone.In theres an old woman made it sound as little chat feature.So Im still looking um never had I phoned ever desired one.Here we see a Samsung Galaxy 850 again thats out there price range.Now, his allergies an impression is but like I said, I dont like LG.Heres some new T-Mobile rival plus never heard of it got a great price, but I do want something.Listen name notoriety someone that I Know and trust.Answer me Motorola things out dated women like a Motorola phone they got great price is 15225.OK, here, we are AT&T mobile rival you.Are you we are Samsung J 7 this? Is my current phone and actually? I purchase this phone twice?Tinosa Mart, $10, down 250 total price and thats something I can afford um. I like the J 7 it gets the job done.Into something where I can afford to pay for in one payment. I dont like the late payments.So thats gonna be option keep looking.Under J 3 is a step down.LG style for great price, butNot into the LGs.Nearest one header alcatel years and years ago, really cheap foam looks cheap and who uses a flip.NLCS so you see in AT mobile site. Theres not many phones to choose from, and theres not many in the medium price range.So I will probably stick with my phone, while to the one above it comes down a little bit.I then again, I may be purchased the trustee, Samsung Galaxy.And this is my process. Im looking for phone. Theres economical one that has the features and pretty much all of the features to get the job done.Im not big on recording so Im not looking at quality recording production do like good basic pictures thank you.",Shopping for a New Tmobile Phone,,,,,,
185,Debbie,10,d,https://drive.google.com/open?id=141ShN1d7yqcrIGpwlIvr02ZT2A90Zilg&authuser=nick@gauge.io,video,"Hi this is Debbie Im at the T-Mobile site and are about to look for telephone.So see up here. They have phones, Im on that page. Usually I prefer to get my phone from authorized carrier.T-Mobile side or the T-Mobile store on you could go to Amazon or eBay, but my preference would go T mobiles. I think most people go to their carrier.You have an Amazon which you can get it, but you can also give phone senior care in my case is T-Mobile. Some people may go to Verizon.18 T online. I like the convenience of shopping online. I can scroll through and take my time.Im looking at phones pretty much yall have the same feature my biggest thing is price. I dont want anything. This outside of my budget I prefer to pay.Cancel my phone.So right now, were looking at some new ones, coming out. This is a Samsung Galaxy X 94840.Im not a fan of the Apple phone they really have a special offer lending it is 899.Some more special offers at Apple iPhone.You see that was 5998 S Apasa model iPhone 8 + 46, 99. I do like the Samsungs are always had a Samsung phone.I like the durability.And also let the calls.Is the Samsung Galaxy Note 84720?LG Im not fine, LG so Ill skip over that one.Heres another elegy for 1:50 and heres the older version. Apple iPhone 7 so if you wait awhile.Things will go down but those are still out of my price range.Nice looking another apple is a Samsung S 84850.LG G 7350 not familiar with that brand.In T-Mobile River plus never heard of as a excellent price 175. Begin again price is important. But I want something that Im familiar with.Motorolas to me sing out, dated his another Motorola 225 great prices.Heres the T-Mobile Revel again 150.And now were looking at the Samsung J 7. This is my telephone 250. I think when I got the phone I pay.Um well, 20250.Um phone has all the features. I need my phones by year and a half after while we start wearing out sometimes I lose the volume on home phone or?I dont cut all for the batteries, not charging so thats why Im looking for a new phone.But I like the Samsungs being waited on ahead 2 ofem so if I get another be my third.Im $10, down $10 a month for 24 months or full retail price to 50 that is definitely in my budget.See what else they have here scrolling on down.You see some more Samsung J 3, which is the older version been in J 74175.LG for 2:50.Another LG 225 an alcatel one hit one of those very cheap phone and this is a flip.Who uses a flip so when Im looking at phones again my primary concern is price? I want something this price.Really, good, um Michael say Im not compare outrageous fee for phone 253, 100 years we looking they really dont have anything in my price range.The light so forgive phone. I will probably live in the same one again this time, J 7 pretty much all smartphones do the same.This day still has served my knees.On looking here, see do they have any deals?Yeah, deals at the top of the page. But the deals are using for the most expensive telephones.Ive been with T-Mobile vault 10 years.So I dont want to go to a new service or new company just get a phone and this is our shop for my phone thank you.",Shopping for a Tmobile phone,,,,,,
185,Debbie,8,a,https://drive.google.com/open?id=14-qPQ1bBH-lfBoO2RDRPwh_7IlVurCwO&authuser=nick@gauge.io,photo,,I hate my dumb thermostat. It did not come on and the house is 82 degrees. Time to get a Smart Thermostat. I have to manual turn it up and down.," My current thermostat is not reliable. Sometimes it never shuts off because it is not recording the correct temp. Also, I want to upgrade and get a programmable thermostat I can control with my phone.",,,,,
185,Debbie,8,b,https://drive.google.com/open?id=142wIsay0KQuZvQinCsvyYg9cns3d7adR&authuser=nick@gauge.io,photo,,I love Technology. Google Maps on my phone saved me by getting me to a destination I could not find,,,,,,
185,Debbie,7,a,https://drive.google.com/open?id=1Fs9ll6QOfs6JiN0lyNgwwcj2lFiltQXV&authuser=nick@gauge.io,video,"Hi this is Debbie in Savannah. Im in my kitchen. Ill keep my warranty information above my stove.Julie out the way heres the stack of information. I really dont think my arm boxes anymore. This is a warranty from a garbage disposal. I just recently purchased.My experience the packet.Next record and their end user put everything in a big envelope. This is from my.Um garage control just various names and vacuum cleaner, something I purchased it. Home Depot get another Home Depot.This is a operating struction 42 inch LED TV.This is another TV pro scan.Condensing unit dirt Devil Steam back and I got my new hot water heater. My heat pump so those are things I dont keep boxes anymore. Im I read an article I want to people cable boxes.Electronic so I threw those away again. I keep my information above the stove. I do not have any old boxes.And I keep my manuals, even though I very seldom referred to them awesome. Thank you.",Old warranties and manuals, Very seldom do I refer back to manuals. Maybe once every other year. Now a days when products stop working it is easy to buy a new products. I usually keep my receipts in case I need to return something. I have used my older product brochures more than the new ones. Products now a days you can go online if you have questions. My garage opener is 20 years old and I had to refer to that manual.,,,,,
202,Susan,10,a,https://drive.google.com/open?id=13L7BNRolL0Wd-KYv9xIM1AmyM3WViNXo&authuser=nick@gauge.io,video,"Alright, were back again.Wrap up go back to the site we were on.So kind of reading through these things I mean, this looks like a fairly decent.Probably the one we would want.Now in the past when weve had problems or whatever that evil, I found that if I call tivo directly.A lot of times Ill give it a really good deal on things, um, so thats probably what I do before going directly to Best Buy is.I would call tivo and see if they have any offers they might also redirect me back to Best Buy with.Like a refurbished one or something.But um this is about the only one that we found that uses the.Antennen has the features that we want.Looks like theyve upgraded.Remote a little bit too.So from this point, you know looking at all the things here just posted that aside $400 is a lot of money.And.Id like to get it cheaper than that, we can see if.Best Buy would do something or other cult even talk to them and Tellem were interested in upgrading and see what?They can do in the past when Ive done that theyve been pretty generous about things.So thats probably what our next step would be.Alright the timing, um.If we were um.I guess super serious Id look at the price match guarantee.Use it was the same at the yeah, its the same for same price at evil, yeah.OK, you know, but again table gives breaks Best Buy probably not.And also tivo I know they oftentimes will sell you their older versions really cheap for it if not even for free.Just because they want to keep us customers that right now. If were going to upgrade we wouldnt want.The older version coz I think this is probably one of the more top of the line that were looking at.And when I looked in the past.They havent had OTA versions. I think this is fairly new.Im glad to see that coming backcause I know a lot of people are cutting the cable and.This is probably the direction were going to go.Alright so I guess thats it for now. Thank you very much for your patience in and watching the screen scroll by.And yes, you really does do that when were shopping and it drives me a little crazycause I dont read at the same speed.But were pretty good team, I trust his judgement, weLike to listen to each other and um.Pretty much on the same page so the most disagreement. We have is usually timing is really a more apt to jump on board of the brand new one then I am.I dont care about the brand new one. I just want the one that I want and if I make a decision.I want to do it now, I dont want to wait and you know because then just too much temptation to wait for the next big thing to come out and.Well, you know that means if his latest and greatest is probably more expensive.So they make a decision you know the decisions been made all right. So I guess thats how we come to the decision. The timing is is more personal.But.I actually agree.When were ready. This is the one were going to do, we may make a phone call the tivo.Before the final decision, but of course, that s a whoever you get on the phone. So I cant really do that right now for you.And I guess thats the end.Thank you very much have a good night.",TiVo conclusion,,,,,,
202,Susan,10,b,https://drive.google.com/open?id=13ip3YRcUbyiqxvrDjH1UaaOOsqmTe7dF&authuser=nick@gauge.io,video,"Alright so this is take toocause our last one disappeared. So were going to try to be as thorough as we were before.But were going to try to get her done in less than 10 minutes and get it uploaded hopefully.Maybe now lets see were going to look at a table. We have 2 tables, which I showed you before, in my little home tour.One ofem is obsolete doesnt record from an antenna which weve cut the cable.Cut the ties to cable because it got really expensive the second one that we do have does work with our antenna.But it only records.2 shows at a time so were looking for something that would have it record to it with an antenna.And would record more than 2 shows at a time. We started at Best Buy because we kind of like a store that has a brick and mortar option.Because it does have some more support and place. You can go for answers and if you have a problem.We started searching and I hate to do this to you, but we just typed in table.And the OTA means over the airwaves thats how we kind of narrowed it down. This is the only version are the only one that Best Buy had. We also wanted to the.Tivo site, we can go there and wait for them and.Look atWell, they have there, but Evil Bolt.Which is or refer started but I like to go to best buycause result is a dirty boy dealer?The same prices are the same but you can talk to somebody is a lot easier to bring things back if.In need to.Our current antenna is just a Its actually our second one weve had, and we get about 60 channels.With this antenna one of the problems is that depending on.Which season is the way it shows we sometimes have to kind of retain the things we cant get all the channels all at once.So another thing were looking at is upgrading to a better antenna.This one can read through and you know free TV is great and we get all the channels. We want but.This one is HDs got 11 terabytes of space, which is a lot of memory and this particular one has 4.Lets see for 2 years.And it or one to her, but you can record and play for shows at once, but only one intenerate, but only one antenna? Yeah.And.Which we were very recent empty nesters so our kids? Dont really have TVs or anything else in their rooms. We just have the?Basically, the one that we watch we do watch some upstairs in our bedroom 2 and we had the.Old original table there and then we could come to download programs from the line tivo to the other one, but its very slow so.I would just kind of use the other TV in bedroom for watching movies and stuff.Just as a DVD and no intent on it right now.So this one says you have 150 each. D hours dont really care bout HD original tivos.I think they think the one were currently using as a fourth one. They eventually just wear out or they become obsolete or who knows what?TVs been very, very good about giving us new ones are old ones out because weve been with them for.Forever.Probably just thought since they started.And I dont care that much about 8 dbi can, we use to put our.Recording.Thing very, very low just so we could fit Mall in this is huge so probably want to do that.Art evil or our TV is also somewhat old.And its definitely HD. But we dont really care that much, so were using an antenna so you dont always get.And sometimes we actually get pixels and I still watch the shows out want to go back to Best Buy in show how we were looking at their menus so.Because it s a tivo. It started out looking at TI vo to see whats there and whats current.And we always like to look at actual stores.Because again you can talk to somebody can ask question is easy to pick it up and is easy to return.Nothing really wrong with the boys had very good service with them. But I dont like to sit and wait for things and its just easier if theres somebody directly can talk to.Unfortunately, this one says its invaluable within 250 miles of Roseville.Nearest to have it shipped from Best Buy and then we can go to Best Buy if we have issues.Yep.***** gets all the things here, you know what this says goes through generally go through and read all the things.I always laugh at things that are frequently bought together.Sometimes on these things you see that.People by 2 different things out of the same thing or almost competitors at the same time a night.And how many people truly by that, but OK so we usually go to the reviews that s a really good indicator.Us what humans actually think.And I usually keep kind of keep in mind that.Most people are more inclined to leave. You there a negative or positive probably more negative. So when I look at something like this and see about 2/3, 3/4 of people.Are the 45 you know? I feel pretty good about it in 10% that are given to one?That means a something really, really take them off, and they just really dont like it forever reason, the Jews on the threes are probably the most honest.So I look through the pros and the cons and what people think and what people like.This guy says extremely disappointed.Namely, real detailed reason why I scan this before, and he had some real problems, he sent it back.They sent the thing to him without accord and without a remote so I couldnt use it right away.Totally understand why hes not pleased this is really not the way that.Till usually works, yeah, you know, I never really had really good luck with them and so this is something that will keep reading.And so the 2.You know premium price, but not premium features.Truth to 4 DVROTO Air OTA recording and Best Buy curing 3 of them.Tivo is the most expensive we like tivo just because what we always had.And you know, weve had pretty good luck with them for a long, long time.And they stand behind their product if we, weve had something where did it go bad or did it. We had our very first evil we bought the lifetime.Service with it, it actually broken they gave us a new one then that included the lifetime thing again.Yeah, that was good and then I think this is the fourth one. Weve had, and this one was a $600 TV at the time and we bought it for like 100 because.Just because weve been with them for a long time.Day one review and if hes happy after day is the prime easier. Good luck studying it up and everything went well.I also like to look at how long ago. These things were at the first one, that was upset with 2 months.Listen most 3 weeks is 5 months.Things change and then they dont always change the model or sometimes. They change the programming and um or they had the original software, they got.Updated recently or something you know, there s a lot of things. This is far months ago and He.You know, he had it pretty good experience it looks like.You know this tivo has Hulu and Netflix and.YouTube and whole bunch of other things on it is sort is my TV and sort of our Blu Ray players so.Thats not really a plus. But it is kind of handy to have that on there.You know, he really likes Romeo thinks it s a great deal.OK, were going to stop this now, and then well do a wrap up. Um hopefully this will work, though.Last time it did not so lets give this a try.",TiVo shopping,,,,,,
202,Susan,8,a,https://drive.google.com/open?id=13m9Gp2xdnL8YceeMtnmMNgtdILDDCfIH&authuser=nick@gauge.io,photo,,I scrapbooked all day on my computer. I had a good time and got a lot of pages done., I print books using forever.com,,,,,
202,Susan,8,b,https://drive.google.com/open?id=13xHnz3xWjGzDvE2bUo3xyI6niGBE7HmN&authuser=nick@gauge.io,photo,,My phone is on do not disturb and the volume is set to see zero and it still rings! Not cool at theaters out church!, I also picked a more subtle ring tone so it is not starteling., Yes. Although I do not give my cell phone number to many people so it does not ring as often as others. I prefer to be unreachable sometimes. I still have a land line.,," I have not tried very hard. I restarted it, double checked the setting etc.",,
202,Susan,7,a,https://drive.google.com/open?id=13mLQw3uDyGN4ho7Y-TftzhzeqIwcP6K-&authuser=nick@gauge.io,video,"I guess you also asked why we keep manuals pressures inserts from packages.
 One smile, we reference them for warranties.
 Part numbers going on line to see if someone else had a similar problem with that.
 Once in a while we sell something on eBay and its always nice to have the book with it.
 Um.
 Mostly we just keep them out of habit and then eventually in 5 years we go through OK. Im being generous only.
 Only 5 years passed go through another way as we throw away the appliances removed on most electronic things dont seem to have a life.
 Once they die.
 But a longer Berger baskets when you have the paper that came with them as a value on say eBay.
 Things like that there are some things that have lifetime warranty is more mechanical things then.
 Electronics we have some kitchen shears that weve replaced more than once in that information is always on that.
 Insert from the package pampered chef things have a lifetime warranty and things like that.
 So its its habit we keep it for all of those things.
 And we just never know how long were going to keep it or how long we wont have a problem.
 Id say, 90% of the stuff is never revisited again. Its just out of habit and just in case thanks bye.",11 part 2,,,,,,
202,Susan,7,b,https://drive.google.com/open?id=14CphnkNjriSQ8BVOfIs3BeA72AZH14ZP&authuser=nick@gauge.io,video,"Alright so you want to know where we keep the manuals and handbooks for anything electronic or appliances in the office.
 In the file cabinet and this summer. We took time to file them by category good broad categories. I believe.
 House is one of them, which is appliances.
 Electronics Farage Kitchen.
 Living areas the motorcycle.
 I cant read that long A Berger that has its own category. All built into the house is one of them.
 And in the bedroom so its mostly sorted by where they are as opposed to what the thing is.
 We wait it out a lot, that we had gotten rid of overtime and not of course, gotten rid of the books so.
 That was a summer project to wind down our paper as far as boxes. We also we did them down.
 We dont keep them beyond the first couple weeks when were deciding if there s a problem with it or if the.
 Item will be kept once its decided the item will be kept the box is disposed overused through rap.
 Christmas present.
 Very few exceptions to that just because the house is full and I cant stand keeping stuff we dont need.
 Thank you very much goodnight.",Keeping manuals,,,,,,
